GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,21200636,369,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,45,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,54,143,1,1,20130125,CHI,GSW
Shot Chart Detail,21200636,380,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,29,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-7,72,1,0,20130125,CHI,GSW
Shot Chart Detail,21200636,484,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,39,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,43,82,1,0,20130125,CHI,GSW
Shot Chart Detail,21200647,22,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,8,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-169,-6,1,1,20130126,MIL,GSW
Shot Chart Detail,21200647,30,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,136,113,1,0,20130126,MIL,GSW
Shot Chart Detail,21200647,37,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,53,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,6,187,1,1,20130126,MIL,GSW
Shot Chart Detail,21200647,70,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,53,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,236,63,1,1,20130126,MIL,GSW
Shot Chart Detail,21200647,91,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,193,172,1,1,20130126,MIL,GSW
Shot Chart Detail,21200647,161,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-155,216,1,0,20130126,MIL,GSW
Shot Chart Detail,21200647,163,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,55,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-133,60,1,0,20130126,MIL,GSW
Shot Chart Detail,21200647,180,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,27,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,0,1,1,20130126,MIL,GSW
Shot Chart Detail,21200647,185,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,13,268,1,0,20130126,MIL,GSW
Shot Chart Detail,21200647,215,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,25,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,9,1,1,20130126,MIL,GSW
Shot Chart Detail,21200647,259,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,108,85,1,0,20130126,MIL,GSW
Shot Chart Detail,21200647,299,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,45,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-48,4,1,0,20130126,MIL,GSW
Shot Chart Detail,21200647,331,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,19,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,6,1,0,20130126,MIL,GSW
Shot Chart Detail,21200647,345,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,50,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,15,1,0,20130126,MIL,GSW
Shot Chart Detail,21200647,350,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,11,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,0,132,1,0,20130126,MIL,GSW
Shot Chart Detail,21200647,442,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-215,116,1,0,20130126,MIL,GSW
Shot Chart Detail,21200647,460,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-217,140,1,1,20130126,MIL,GSW
Shot Chart Detail,21200647,473,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,159,200,1,0,20130126,MIL,GSW
Shot Chart Detail,21200647,479,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,21,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-223,50,1,1,20130126,MIL,GSW
Shot Chart Detail,21200659,41,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,51,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,42,192,1,0,20130128,TOR,GSW
Shot Chart Detail,21200659,65,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,20,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,58,28,1,0,20130128,TOR,GSW
Shot Chart Detail,21200659,87,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,31,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,32,222,1,1,20130128,TOR,GSW
Shot Chart Detail,21200659,89,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,11,1,1,20130128,TOR,GSW
Shot Chart Detail,21200659,93,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,26,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,7,1,1,20130128,TOR,GSW
Shot Chart Detail,21200659,96,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,1,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,51,112,1,1,20130128,TOR,GSW
Shot Chart Detail,21200659,120,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,19,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,9,1,0,20130128,TOR,GSW
Shot Chart Detail,21200659,198,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,21,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,131,215,1,0,20130128,TOR,GSW
Shot Chart Detail,21200659,288,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,25,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,4,186,1,1,20130128,TOR,GSW
Shot Chart Detail,21200659,300,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,1,285,1,1,20130128,TOR,GSW
Shot Chart Detail,21200659,305,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,-10,1,1,20130128,TOR,GSW
Shot Chart Detail,21200659,311,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,39,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-5,165,1,0,20130128,TOR,GSW
Shot Chart Detail,21200704,6,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,38,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,102,175,1,1,20130202,GSW,PHX
Shot Chart Detail,21200704,22,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,18,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-153,217,1,1,20130202,GSW,PHX
Shot Chart Detail,21200704,44,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,12,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-134,146,1,0,20130202,GSW,PHX
Shot Chart Detail,21200704,137,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,30,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,106,257,1,0,20130202,GSW,PHX
Shot Chart Detail,21200704,150,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,11,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-8,131,1,1,20130202,GSW,PHX
Shot Chart Detail,21200704,152,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-34,268,1,0,20130202,GSW,PHX
Shot Chart Detail,21200704,175,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,114,242,1,0,20130202,GSW,PHX
Shot Chart Detail,21200704,202,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,48,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-103,242,1,1,20130202,GSW,PHX
Shot Chart Detail,21200704,266,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,54,Missed Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-95,176,1,0,20130202,GSW,PHX
Shot Chart Detail,21200704,275,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,11,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,50,28,1,0,20130202,GSW,PHX
Shot Chart Detail,21200704,309,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,29,Made Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,17,36,1,1,20130202,GSW,PHX
Shot Chart Detail,21200704,343,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,53,Made Shot,Running Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-68,26,1,1,20130202,GSW,PHX
Shot Chart Detail,21200704,363,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,5,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-19,265,1,1,20130202,GSW,PHX
Shot Chart Detail,21200704,368,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,43,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-7,268,1,1,20130202,GSW,PHX
Shot Chart Detail,21200704,389,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,0,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,25,1,0,20130202,GSW,PHX
Shot Chart Detail,21200704,394,201939,Stephen Curry,1610612744,Golden State Warriors,4,11,46,Made Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-240,19,1,1,20130202,GSW,PHX
Shot Chart Detail,21200704,424,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,1,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-89,172,1,0,20130202,GSW,PHX
Shot Chart Detail,21200704,453,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,21,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,154,225,1,1,20130202,GSW,PHX
Shot Chart Detail,21200704,471,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,11,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,9,1,1,20130202,GSW,PHX
Shot Chart Detail,21200704,484,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,209,181,1,0,20130202,GSW,PHX
Shot Chart Detail,21200718,34,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-193,164,1,0,20130205,HOU,GSW
Shot Chart Detail,21200718,76,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,50,Missed Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-131,82,1,0,20130205,HOU,GSW
Shot Chart Detail,21200718,223,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,57,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,0,1,0,20130205,HOU,GSW
Shot Chart Detail,21200718,226,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,17,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,106,83,1,1,20130205,HOU,GSW
Shot Chart Detail,21200718,238,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,40,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,7,1,1,20130205,HOU,GSW
Shot Chart Detail,21200718,261,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,114,123,1,0,20130205,HOU,GSW
Shot Chart Detail,21200718,271,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,43,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,7,1,0,20130205,HOU,GSW
Shot Chart Detail,21200718,278,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,43,192,389,1,1,20130205,HOU,GSW
Shot Chart Detail,21200718,291,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,113,219,1,0,20130205,HOU,GSW
Shot Chart Detail,21200718,300,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,23,43,236,1,0,20130205,HOU,GSW
Shot Chart Detail,21200718,318,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,16,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-37,153,1,0,20130205,HOU,GSW
Shot Chart Detail,21200718,366,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,32,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,12,1,0,20130205,HOU,GSW
Shot Chart Detail,21200729,2,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,48,Missed Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-136,69,1,0,20130206,OKC,GSW
Shot Chart Detail,21200729,4,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-158,186,1,0,20130206,OKC,GSW
Shot Chart Detail,21200729,8,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,21,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,100,61,1,1,20130206,OKC,GSW
Shot Chart Detail,21200729,33,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-4,146,1,0,20130206,OKC,GSW
Shot Chart Detail,21200729,57,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,36,238,1,1,20130206,OKC,GSW
Shot Chart Detail,21200729,63,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,1,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,45,4,1,1,20130206,OKC,GSW
Shot Chart Detail,21200729,72,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,24,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,-5,1,0,20130206,OKC,GSW
Shot Chart Detail,21200729,91,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-169,186,1,0,20130206,OKC,GSW
Shot Chart Detail,21200729,172,201939,Stephen Curry,1610612744,Golden State Warriors,2,7,52,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-150,-8,1,0,20130206,OKC,GSW
Shot Chart Detail,21200729,210,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,53,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,17,1,0,20130206,OKC,GSW
Shot Chart Detail,21200729,240,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,3,Missed Shot,Driving Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,67,15,1,0,20130206,OKC,GSW
Shot Chart Detail,21200729,244,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,26,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,26,9,1,0,20130206,OKC,GSW
Shot Chart Detail,21200729,256,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,40,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,0,1,1,20130206,OKC,GSW
Shot Chart Detail,21200729,305,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,33,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-117,33,1,1,20130206,OKC,GSW
Shot Chart Detail,21200729,308,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-38,187,1,0,20130206,OKC,GSW
Shot Chart Detail,21200729,315,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,31,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-27,0,1,0,20130206,OKC,GSW
Shot Chart Detail,21200729,342,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,7,246,1,0,20130206,OKC,GSW
Shot Chart Detail,21200729,377,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,55,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,23,-16,238,1,0,20130206,OKC,GSW
Shot Chart Detail,21200729,452,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,52,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,119,153,1,0,20130206,OKC,GSW
Shot Chart Detail,21200729,465,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,49,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,70,209,1,0,20130206,OKC,GSW
Shot Chart Detail,21200742,13,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-101,69,1,0,20130208,MEM,GSW
Shot Chart Detail,21200742,37,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,1,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,39,118,1,1,20130208,MEM,GSW
Shot Chart Detail,21200742,94,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,26,247,1,1,20130208,MEM,GSW
Shot Chart Detail,21200742,107,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,28,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-97,97,1,1,20130208,MEM,GSW
Shot Chart Detail,21200742,110,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,0,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-41,36,1,0,20130208,MEM,GSW
Shot Chart Detail,21200742,129,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,13,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,29,126,1,0,20130208,MEM,GSW
Shot Chart Detail,21200742,149,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,27,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-152,48,1,1,20130208,MEM,GSW
Shot Chart Detail,21200742,152,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-13,266,1,0,20130208,MEM,GSW
Shot Chart Detail,21200742,192,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,37,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,22,1,1,20130208,MEM,GSW
Shot Chart Detail,21200742,194,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,42,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,7,1,0,20130208,MEM,GSW
Shot Chart Detail,21200742,234,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,53,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,132,181,1,1,20130208,MEM,GSW
Shot Chart Detail,21200742,266,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-139,201,1,1,20130208,MEM,GSW
Shot Chart Detail,21200742,287,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-153,201,1,0,20130208,MEM,GSW
Shot Chart Detail,21200742,301,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,31,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,45,247,1,0,20130208,MEM,GSW
Shot Chart Detail,21200742,304,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,50,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,3,1,1,20130208,MEM,GSW
Shot Chart Detail,21200742,397,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,50,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-38,0,1,0,20130208,MEM,GSW
Shot Chart Detail,21200742,402,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,26,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,189,173,1,1,20130208,MEM,GSW
Shot Chart Detail,21200742,404,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,162,178,1,1,20130208,MEM,GSW
